Reference Code,Date,Time,Description,Dr.,Cr.,Status,Balance (NPR),Channel,Category
DMD511B,2025-10-19,00:00:00,Paid for Parlor Service,4688.16,0.0,COMPLETE,861.06,Linked Esewa Payment,Personal Care
QI5Y5O1,2025-09-24,00:00:00,Paid for Parlor Service,2050.13,0.0,COMPLETE,4669.36,Linked Esewa Payment,Personal Care
7RA3MBV,2025-10-06,00:00:00,Bought cosmetics from MeroBeauty,3431.25,0.0,COMPLETE,6405.63,App,Personal Care
R8CM29U,2025-10-17,00:00:00,Paid for Parlor Service,4055.83,0.0,COMPLETE,6578.16,App,Personal Care
6S7FL7W,2025-09-09,00:00:00,Paid for Parlor Service,4014.49,0.0,COMPLETE,9790.8,THIRDPARTY,Personal Care
6GD3WCZ,2025-09-14,00:00:00,Paid for Parlor Service,1600.77,0.0,COMPLETE,4271.44,App,Personal Care
GYA1WOQ,2025-10-10,00:00:00,Paid for Parlor Service,3124.8,0.0,COMPLETE,3264.44,Linked Esewa Payment,Personal Care
RJDSN28,2025-09-07,00:00:00,Bought cosmetics from MeroBeauty,4612.78,0.0,COMPLETE,173.35,App,Personal Care
VPPV39I,2025-10-01,00:00:00,Salon Payment - SastoDeal,2260.75,0.0,COMPLETE,2638.73,App,Personal Care
4LC5TPN,2025-09-03,00:00:00,Bought cosmetics from MeroBeauty,4223.26,0.0,COMPLETE,6230.98,THIRDPARTY,Personal Care
7EMVQJY,2025-10-31,00:00:00,Paid for Parlor Service,3910.1,0.0,COMPLETE,2055.69,Linked Esewa Payment,Personal Care
71HTIQ1,2025-10-28,00:00:00,Bought cosmetics from MeroBeauty,4081.02,0.0,COMPLETE,5581.13,App,Personal Care
UNBCYAQ,2025-09-12,00:00:00,Paid for Parlor Service,4526.47,0.0,COMPLETE,6254.14,Linked Esewa Payment,Personal Care
9J2OFCX,2025-10-17,00:00:00,Salon Payment - SastoDeal,2062.34,0.0,COMPLETE,5044.59,Linked Esewa Payment,Personal Care
7T6TMRK,2025-10-05,00:00:00,Salon Payment - SastoDeal,3935.33,0.0,COMPLETE,232.44,THIRDPARTY,Personal Care
IR1SLQ5,2025-09-05,00:00:00,Salon Payment - SastoDeal,1735.28,0.0,COMPLETE,4884.2,THIRDPARTY,Personal Care
2UDULTY,2025-10-15,00:00:00,Paid for Parlor Service,2634.61,0.0,COMPLETE,7555.41,THIRDPARTY,Personal Care
O33QMI0,2025-09-27,00:00:00,Bought cosmetics from MeroBeauty,1553.42,0.0,COMPLETE,1963.77,THIRDPARTY,Personal Care
Y1JY9O6,2025-10-24,00:00:00,Bought cosmetics from MeroBeauty,3701.07,0.0,COMPLETE,682.62,Linked Esewa Payment,Personal Care
W410CG5,2025-09-13,00:00:00,Bought cosmetics from MeroBeauty,114.09,0.0,COMPLETE,3560.38,Linked Esewa Payment,Personal Care
4PYKAE3,2025-09-12,00:00:00,Paid for Parlor Service,2702.49,0.0,COMPLETE,7071.29,Linked Esewa Payment,Personal Care
UE0S11W,2025-10-28,00:00:00,Paid for Parlor Service,2787.44,0.0,COMPLETE,3839.86,Linked Esewa Payment,Personal Care
XX21UUM,2025-10-13,00:00:00,Salon Payment - SastoDeal,4554.61,0.0,COMPLETE,963.02,App,Personal Care
A9BBEQK,2025-09-02,00:00:00,Salon Payment - SastoDeal,2213.3,0.0,COMPLETE,2847.64,Linked Esewa Payment,Personal Care
93Q5SUB,2025-09-12,00:00:00,Paid for Parlor Service,3269.25,0.0,COMPLETE,8644.98,App,Personal Care
MX5WH21,2025-09-25,00:00:00,Salon Payment - SastoDeal,4962.35,0.0,COMPLETE,515.04,App,Personal Care
3B3DEGX,2025-09-30,00:00:00,Salon Payment - SastoDeal,618.89,0.0,COMPLETE,9492.12,Linked Esewa Payment,Personal Care
YR5MMB2,2025-09-15,00:00:00,Bought cosmetics from MeroBeauty,4079.9,0.0,COMPLETE,4928.34,THIRDPARTY,Personal Care
TF113TS,2025-09-21,00:00:00,Salon Payment - SastoDeal,4362.12,0.0,COMPLETE,4791.15,App,Personal Care
KZ6V2AM,2025-10-24,00:00:00,Salon Payment - SastoDeal,1086.12,0.0,COMPLETE,3144.57,Linked Esewa Payment,Personal Care
BKYVWCG,2025-10-08,00:00:00,Paid for Parlor Service,1776.31,0.0,COMPLETE,7742.2,Linked Esewa Payment,Personal Care
4NR74VR,2025-09-05,00:00:00,Salon Payment - SastoDeal,427.26,0.0,COMPLETE,679.67,Linked Esewa Payment,Personal Care
GBZ0R5F,2025-10-08,00:00:00,Paid for Parlor Service,2216.32,0.0,COMPLETE,5961.01,Linked Esewa Payment,Personal Care
R2VT984,2025-09-02,00:00:00,Bought cosmetics from MeroBeauty,4637.76,0.0,COMPLETE,7673.79,App,Personal Care
PL8J6PM,2025-10-24,00:00:00,Bought cosmetics from MeroBeauty,4574.38,0.0,COMPLETE,8500.75,App,Personal Care
YMI1JT0,2025-09-22,00:00:00,Paid for Parlor Service,3068.78,0.0,COMPLETE,9216.91,App,Personal Care
SSYYF17,2025-10-07,00:00:00,Paid for Parlor Service,3136.16,0.0,COMPLETE,8926.72,App,Personal Care
GX6YV3K,2025-10-03,00:00:00,Paid for Parlor Service,4622.07,0.0,COMPLETE,3723.56,THIRDPARTY,Personal Care
08GIULB,2025-09-02,00:00:00,Paid for Parlor Service,2944.62,0.0,COMPLETE,9288.64,App,Personal Care
N5Q8O16,2025-09-15,00:00:00,Bought cosmetics from MeroBeauty,2770.52,0.0,COMPLETE,5351.9,Linked Esewa Payment,Personal Care
7F8H1G9,2025-09-05,00:00:00,Paid for Parlor Service,337.34,0.0,COMPLETE,1077.79,THIRDPARTY,Personal Care
2LXZPVG,2025-09-29,00:00:00,Paid for Parlor Service,1907.98,0.0,COMPLETE,2814.0,THIRDPARTY,Personal Care
1ORW11D,2025-10-26,00:00:00,Paid for Parlor Service,2074.49,0.0,COMPLETE,6807.46,THIRDPARTY,Personal Care
XY12ZY4,2025-09-04,00:00:00,Salon Payment - SastoDeal,2489.57,0.0,COMPLETE,543.87,THIRDPARTY,Personal Care
GCYZ6KT,2025-10-26,00:00:00,Bought cosmetics from MeroBeauty,4436.73,0.0,COMPLETE,5790.33,App,Personal Care
DMPJX8V,2025-09-23,00:00:00,Salon Payment - SastoDeal,3602.48,0.0,COMPLETE,5780.58,App,Personal Care
3D3DPVV,2025-10-14,00:00:00,Bought cosmetics from MeroBeauty,4308.61,0.0,COMPLETE,2419.93,App,Personal Care
ABNJOUK,2025-10-22,00:00:00,Paid for Parlor Service,2945.53,0.0,COMPLETE,9823.32,App,Personal Care
43WNI0S,2025-09-26,00:00:00,Paid for Parlor Service,2639.8,0.0,COMPLETE,4984.44,THIRDPARTY,Personal Care
NNRNTGY,2025-09-22,00:00:00,Salon Payment - SastoDeal,2535.62,0.0,COMPLETE,3341.11,App,Personal Care
4U2PP06,2025-10-25,00:00:00,Paid for Parlor Service,1997.67,0.0,COMPLETE,6028.19,Linked Esewa Payment,Personal Care
OYRF5KT,2025-10-10,00:00:00,Paid for Parlor Service,2410.68,0.0,COMPLETE,7826.23,App,Personal Care
F3EGV96,2025-10-16,00:00:00,Paid for Parlor Service,4206.17,0.0,COMPLETE,7902.61,THIRDPARTY,Personal Care
3WKOQRE,2025-10-02,00:00:00,Bought cosmetics from MeroBeauty,4850.05,0.0,COMPLETE,6945.83,App,Personal Care
O5X4NPQ,2025-10-27,00:00:00,Salon Payment - SastoDeal,2615.16,0.0,COMPLETE,1741.34,App,Personal Care
LDK4O9G,2025-10-04,00:00:00,Bought cosmetics from MeroBeauty,1085.58,0.0,COMPLETE,2545.58,Linked Esewa Payment,Personal Care
9TPTP0V,2025-10-30,00:00:00,Bought cosmetics from MeroBeauty,2957.08,0.0,COMPLETE,5846.27,Linked Esewa Payment,Personal Care
7B8H2A5,2025-10-17,00:00:00,Salon Payment - SastoDeal,2924.89,0.0,COMPLETE,8120.31,App,Personal Care
FPRZROP,2025-09-10,00:00:00,Paid for Parlor Service,4276.91,0.0,COMPLETE,6758.26,App,Personal Care
RHZQVEJ,2025-09-15,00:00:00,Bought cosmetics from MeroBeauty,1004.89,0.0,COMPLETE,2859.12,THIRDPARTY,Personal Care
JZ0QLUM,2025-10-13,00:00:00,Salon Payment - SastoDeal,4733.83,0.0,COMPLETE,592.52,THIRDPARTY,Personal Care
DGUTE9Z,2025-09-13,00:00:00,Bought cosmetics from MeroBeauty,1251.88,0.0,COMPLETE,9294.59,THIRDPARTY,Personal Care
3QX67UN,2025-09-14,00:00:00,Paid for Parlor Service,1064.67,0.0,COMPLETE,4667.95,THIRDPARTY,Personal Care
ZQR4XL3,2025-10-20,00:00:00,Bought cosmetics from MeroBeauty,3562.14,0.0,COMPLETE,9292.57,App,Personal Care
3XWG6TX,2025-09-28,00:00:00,Paid for Parlor Service,3983.46,0.0,COMPLETE,8560.04,THIRDPARTY,Personal Care
NA5VV8U,2025-10-15,00:00:00,Salon Payment - SastoDeal,2146.09,0.0,COMPLETE,1383.78,THIRDPARTY,Personal Care
A7RIM3C,2025-09-24,00:00:00,Bought cosmetics from MeroBeauty,359.81,0.0,COMPLETE,9881.62,THIRDPARTY,Personal Care
LAKQI6B,2025-10-29,00:00:00,Salon Payment - SastoDeal,1220.18,0.0,COMPLETE,9931.28,THIRDPARTY,Personal Care
H9A356U,2025-09-05,00:00:00,Salon Payment - SastoDeal,3026.44,0.0,COMPLETE,4637.03,THIRDPARTY,Personal Care
96Z2JNJ,2025-09-14,00:00:00,Paid for Parlor Service,732.92,0.0,COMPLETE,7893.07,THIRDPARTY,Personal Care
GLV3RXD,2025-09-05,00:00:00,Bought cosmetics from MeroBeauty,4296.96,0.0,COMPLETE,6248.46,THIRDPARTY,Personal Care
T1DJAJ0,2025-09-12,00:00:00,Bought cosmetics from MeroBeauty,2646.7,0.0,COMPLETE,5536.45,App,Personal Care
XZWMJK1,2025-09-06,00:00:00,Bought cosmetics from MeroBeauty,1748.38,0.0,COMPLETE,1067.99,THIRDPARTY,Personal Care
OQPK8XO,2025-09-01,00:00:00,Paid for Parlor Service,3333.05,0.0,COMPLETE,2892.1,App,Personal Care
769H3Z2,2025-09-22,00:00:00,Bought cosmetics from MeroBeauty,1656.97,0.0,COMPLETE,9984.16,Linked Esewa Payment,Personal Care
M7LEOQD,2025-10-06,00:00:00,Paid for Parlor Service,4555.78,0.0,COMPLETE,6670.1,Linked Esewa Payment,Personal Care
T4DQI3K,2025-09-30,00:00:00,Salon Payment - SastoDeal,1633.57,0.0,COMPLETE,1279.13,THIRDPARTY,Personal Care
55O2RFP,2025-09-06,00:00:00,Salon Payment - SastoDeal,2715.76,0.0,COMPLETE,2443.33,App,Personal Care
AL93M0T,2025-09-22,00:00:00,Salon Payment - SastoDeal,2942.13,0.0,COMPLETE,7678.55,Linked Esewa Payment,Personal Care
IH709SM,2025-09-15,00:00:00,Paid for Parlor Service,4744.2,0.0,COMPLETE,9533.94,Linked Esewa Payment,Personal Care
VHSZOD5,2025-09-08,00:00:00,Paid for Parlor Service,1837.26,0.0,COMPLETE,8179.55,Linked Esewa Payment,Personal Care
LHTH07B,2025-09-11,00:00:00,Salon Payment - SastoDeal,4800.34,0.0,COMPLETE,2437.09,App,Personal Care
KZEI3D5,2025-10-29,00:00:00,Bought cosmetics from MeroBeauty,859.01,0.0,COMPLETE,8586.4,Linked Esewa Payment,Personal Care
S8KWJ9S,2025-10-22,00:00:00,Paid for Parlor Service,1070.1,0.0,COMPLETE,8081.85,THIRDPARTY,Personal Care
B1C556M,2025-09-06,00:00:00,Salon Payment - SastoDeal,440.24,0.0,COMPLETE,5109.34,Linked Esewa Payment,Personal Care
2M7AJTL,2025-09-11,00:00:00,Paid for Parlor Service,2989.86,0.0,COMPLETE,2481.49,App,Personal Care
LBWPYZN,2025-09-23,00:00:00,Bought cosmetics from MeroBeauty,3516.51,0.0,COMPLETE,9928.85,App,Personal Care
A8OMWR7,2025-09-29,00:00:00,Salon Payment - SastoDeal,562.2,0.0,COMPLETE,1816.7,THIRDPARTY,Personal Care
OTZMZKI,2025-09-07,00:00:00,Salon Payment - SastoDeal,612.97,0.0,COMPLETE,2514.24,App,Personal Care
5ILIDJP,2025-10-22,00:00:00,Bought cosmetics from MeroBeauty,1727.76,0.0,COMPLETE,371.57,THIRDPARTY,Personal Care
ZCEYPOD,2025-10-03,00:00:00,Paid for Parlor Service,857.48,0.0,COMPLETE,8845.3,Linked Esewa Payment,Personal Care
GOL24Z8,2025-09-09,00:00:00,Paid for Parlor Service,4185.65,0.0,COMPLETE,9855.04,App,Personal Care
UE4X4UL,2025-09-16,00:00:00,Paid for Parlor Service,3218.72,0.0,COMPLETE,1311.93,App,Personal Care
P7Z9O07,2025-09-01,00:00:00,Bought cosmetics from MeroBeauty,1404.71,0.0,COMPLETE,5996.31,Linked Esewa Payment,Personal Care
N4IBLZO,2025-10-13,00:00:00,Salon Payment - SastoDeal,4186.33,0.0,COMPLETE,8326.58,Linked Esewa Payment,Personal Care
5WQW121,2025-10-05,00:00:00,Bought cosmetics from MeroBeauty,4855.08,0.0,COMPLETE,2913.47,THIRDPARTY,Personal Care
F0BT6UR,2025-10-28,00:00:00,Bought cosmetics from MeroBeauty,3334.08,0.0,COMPLETE,8370.64,THIRDPARTY,Personal Care
QAWFV3R,2025-09-17,00:00:00,Salon Payment - SastoDeal,1961.12,0.0,COMPLETE,4576.52,Linked Esewa Payment,Personal Care
OLYWJ5H,2025-09-01,00:00:00,Bought cosmetics from MeroBeauty,2152.57,0.0,COMPLETE,4892.73,THIRDPARTY,Personal Care
B4YEEMM,2025-09-26,00:00:00,Paid for Parlor Service,1608.56,0.0,COMPLETE,3466.56,THIRDPARTY,Personal Care
8N5VP45,2025-10-31,00:00:00,Paid for Parlor Service,4335.18,0.0,COMPLETE,2430.36,App,Personal Care
81DDKY9,2025-09-12,00:00:00,Paid for Parlor Service,4874.05,0.0,COMPLETE,7553.71,App,Personal Care
493JATS,2025-09-06,00:00:00,Paid for Parlor Service,3176.51,0.0,COMPLETE,2192.65,App,Personal Care
7M7EA0C,2025-10-27,00:00:00,Bought cosmetics from MeroBeauty,1555.59,0.0,COMPLETE,500.27,THIRDPARTY,Personal Care
QS6XHFV,2025-09-17,00:00:00,Paid for Parlor Service,2722.71,0.0,COMPLETE,1492.88,Linked Esewa Payment,Personal Care
42D4MK5,2025-09-20,00:00:00,Bought cosmetics from MeroBeauty,388.2,0.0,COMPLETE,1863.92,App,Personal Care
VAIFCWP,2025-10-18,00:00:00,Salon Payment - SastoDeal,2638.55,0.0,COMPLETE,9725.45,THIRDPARTY,Personal Care
4TRFBR3,2025-10-10,00:00:00,Paid for Parlor Service,2736.45,0.0,COMPLETE,5572.56,Linked Esewa Payment,Personal Care
RQGXDJ1,2025-09-30,00:00:00,Paid for Parlor Service,3242.48,0.0,COMPLETE,190.34,THIRDPARTY,Personal Care
OONUC49,2025-10-01,00:00:00,Salon Payment - SastoDeal,3574.73,0.0,COMPLETE,516.14,THIRDPARTY,Personal Care
GFAICIN,2025-09-27,00:00:00,Salon Payment - SastoDeal,139.29,0.0,COMPLETE,8287.74,Linked Esewa Payment,Personal Care
KSVYQA2,2025-10-09,00:00:00,Paid for Parlor Service,2705.59,0.0,COMPLETE,2293.51,App,Personal Care
E2C1W6Y,2025-10-06,00:00:00,Salon Payment - SastoDeal,191.49,0.0,COMPLETE,8444.65,Linked Esewa Payment,Personal Care
13YUGIG,2025-09-15,00:00:00,Bought cosmetics from MeroBeauty,1654.39,0.0,COMPLETE,8566.46,Linked Esewa Payment,Personal Care
VHOM3ME,2025-09-10,00:00:00,Paid for Parlor Service,3903.28,0.0,COMPLETE,4288.08,App,Personal Care
02Y7ADC,2025-10-23,00:00:00,Salon Payment - SastoDeal,710.94,0.0,COMPLETE,8301.13,THIRDPARTY,Personal Care
70DD48L,2025-10-22,00:00:00,Paid for Parlor Service,4946.88,0.0,COMPLETE,4354.44,App,Personal Care
D0YJXSO,2025-09-21,00:00:00,Paid for Parlor Service,1117.36,0.0,COMPLETE,3220.54,Linked Esewa Payment,Personal Care
8TW43L5,2025-09-06,00:00:00,Salon Payment - SastoDeal,1709.95,0.0,COMPLETE,9115.82,App,Personal Care
GKCQL2M,2025-09-03,00:00:00,Paid for Parlor Service,4104.93,0.0,COMPLETE,2773.85,App,Personal Care
P9LHM9M,2025-09-02,00:00:00,Bought cosmetics from MeroBeauty,645.61,0.0,COMPLETE,1408.46,Linked Esewa Payment,Personal Care
Y1U0QPZ,2025-09-02,00:00:00,Paid for Parlor Service,3732.84,0.0,COMPLETE,223.73,THIRDPARTY,Personal Care
O9R1VRQ,2025-10-28,00:00:00,Paid for Parlor Service,4716.51,0.0,COMPLETE,7608.73,App,Personal Care
WJ8259R,2025-10-18,00:00:00,Bought cosmetics from MeroBeauty,4193.67,0.0,COMPLETE,2166.01,THIRDPARTY,Personal Care
IZW9ZWV,2025-09-27,00:00:00,Bought cosmetics from MeroBeauty,4521.57,0.0,COMPLETE,885.68,Linked Esewa Payment,Personal Care
64CIBUO,2025-09-17,00:00:00,Paid for Parlor Service,1658.31,0.0,COMPLETE,7147.72,App,Personal Care
0OVOHKE,2025-10-16,00:00:00,Bought cosmetics from MeroBeauty,2624.82,0.0,COMPLETE,3886.68,App,Personal Care
47726KH,2025-10-16,00:00:00,Bought cosmetics from MeroBeauty,2072.92,0.0,COMPLETE,587.74,Linked Esewa Payment,Personal Care
ZH2KI0G,2025-10-04,00:00:00,Paid for Parlor Service,4386.88,0.0,COMPLETE,6235.34,App,Personal Care
VHA0LPF,2025-10-11,00:00:00,Salon Payment - SastoDeal,4197.39,0.0,COMPLETE,9711.08,THIRDPARTY,Personal Care
KEYZUOT,2025-10-06,00:00:00,Bought cosmetics from MeroBeauty,3302.33,0.0,COMPLETE,3884.83,App,Personal Care
R00X1AA,2025-10-06,00:00:00,Bought cosmetics from MeroBeauty,1641.23,0.0,COMPLETE,1047.15,App,Personal Care
4ZWZDT8,2025-09-20,00:00:00,Salon Payment - SastoDeal,3907.2,0.0,COMPLETE,8714.32,App,Personal Care
7NNEO8I,2025-09-20,00:00:00,Bought cosmetics from MeroBeauty,334.41,0.0,COMPLETE,3078.7,THIRDPARTY,Personal Care
6B7Q06O,2025-09-21,00:00:00,Bought cosmetics from MeroBeauty,2531.16,0.0,COMPLETE,9068.89,App,Personal Care
P9836N2,2025-10-11,00:00:00,Bought cosmetics from MeroBeauty,202.81,0.0,COMPLETE,2646.47,THIRDPARTY,Personal Care
IG9XGE2,2025-10-21,00:00:00,Bought cosmetics from MeroBeauty,3727.09,0.0,COMPLETE,6770.62,Linked Esewa Payment,Personal Care
ZKREC5W,2025-09-14,00:00:00,Salon Payment - SastoDeal,1975.51,0.0,COMPLETE,7746.19,THIRDPARTY,Personal Care
ICCFCIW,2025-09-18,00:00:00,Paid for Parlor Service,2982.75,0.0,COMPLETE,657.3,App,Personal Care
QFIFS46,2025-09-30,00:00:00,Salon Payment - SastoDeal,452.8,0.0,COMPLETE,9633.04,App,Personal Care
IO3X4KS,2025-10-17,00:00:00,Salon Payment - SastoDeal,3345.54,0.0,COMPLETE,6910.86,Linked Esewa Payment,Personal Care
WT8B6DI,2025-09-11,00:00:00,Paid for Parlor Service,1821.29,0.0,COMPLETE,3635.12,Linked Esewa Payment,Personal Care
6029BH4,2025-10-05,00:00:00,Paid for Parlor Service,1960.12,0.0,COMPLETE,2132.37,THIRDPARTY,Personal Care
74DLK9E,2025-09-10,00:00:00,Paid for Parlor Service,1537.76,0.0,COMPLETE,3711.62,Linked Esewa Payment,Personal Care
TZSY9QK,2025-09-12,00:00:00,Paid for Parlor Service,725.24,0.0,COMPLETE,3310.46,Linked Esewa Payment,Personal Care
HABHI1C,2025-09-19,00:00:00,Salon Payment - SastoDeal,3594.02,0.0,COMPLETE,9279.2,Linked Esewa Payment,Personal Care
BZ9UYHA,2025-09-12,00:00:00,Salon Payment - SastoDeal,3277.02,0.0,COMPLETE,4810.09,Linked Esewa Payment,Personal Care
K9GIMDD,2025-09-14,00:00:00,Salon Payment - SastoDeal,1782.85,0.0,COMPLETE,3043.52,THIRDPARTY,Personal Care
858NYCV,2025-09-30,00:00:00,Salon Payment - SastoDeal,3901.62,0.0,COMPLETE,1502.94,THIRDPARTY,Personal Care
NV7KKD3,2025-09-01,00:00:00,Paid for Parlor Service,4876.53,0.0,COMPLETE,483.87,Linked Esewa Payment,Personal Care
2SWJBIX,2025-10-31,00:00:00,Salon Payment - SastoDeal,2556.3,0.0,COMPLETE,4351.88,THIRDPARTY,Personal Care
0F2LKH0,2025-09-26,00:00:00,Bought cosmetics from MeroBeauty,3595.64,0.0,COMPLETE,1621.97,App,Personal Care
57J9WDQ,2025-09-15,00:00:00,Bought cosmetics from MeroBeauty,1680.85,0.0,COMPLETE,7192.42,Linked Esewa Payment,Personal Care
8IVCX9T,2025-10-23,00:00:00,Bought cosmetics from MeroBeauty,4349.57,0.0,COMPLETE,7118.42,App,Personal Care
JJ9MFGR,2025-09-10,00:00:00,Salon Payment - SastoDeal,4953.73,0.0,COMPLETE,5448.89,Linked Esewa Payment,Personal Care
ZRVABVK,2025-10-22,00:00:00,Bought cosmetics from MeroBeauty,4028.69,0.0,COMPLETE,7801.91,App,Personal Care
IL1GC45,2025-10-21,00:00:00,Salon Payment - SastoDeal,163.94,0.0,COMPLETE,2995.37,Linked Esewa Payment,Personal Care
0LIJ555,2025-09-02,00:00:00,Paid for Parlor Service,791.33,0.0,COMPLETE,9651.56,THIRDPARTY,Personal Care
VD2WBWK,2025-09-18,00:00:00,Salon Payment - SastoDeal,4360.91,0.0,COMPLETE,8291.59,Linked Esewa Payment,Personal Care
K28BRK2,2025-09-28,00:00:00,Bought cosmetics from MeroBeauty,1767.56,0.0,COMPLETE,1836.39,Linked Esewa Payment,Personal Care
9K9OEPZ,2025-09-08,00:00:00,Salon Payment - SastoDeal,2136.68,0.0,COMPLETE,2366.61,THIRDPARTY,Personal Care
2BKEU5Y,2025-09-03,00:00:00,Bought cosmetics from MeroBeauty,3937.04,0.0,COMPLETE,1007.91,App,Personal Care
5HFFFJD,2025-10-11,00:00:00,Paid for Parlor Service,3749.28,0.0,COMPLETE,2739.09,App,Personal Care
9MNG6ID,2025-09-28,00:00:00,Bought cosmetics from MeroBeauty,1317.28,0.0,COMPLETE,1805.32,THIRDPARTY,Personal Care
L6DEDB5,2025-10-13,00:00:00,Paid for Parlor Service,2088.26,0.0,COMPLETE,6173.21,App,Personal Care
2RF5EHF,2025-09-09,00:00:00,Paid for Parlor Service,3325.24,0.0,COMPLETE,5627.59,THIRDPARTY,Personal Care
BYI5R4X,2025-10-08,00:00:00,Paid for Parlor Service,2337.49,0.0,COMPLETE,2951.78,THIRDPARTY,Personal Care
WF2B9FF,2025-10-09,00:00:00,Salon Payment - SastoDeal,4591.35,0.0,COMPLETE,3774.31,THIRDPARTY,Personal Care
QF53RNK,2025-10-12,00:00:00,Paid for Parlor Service,3561.82,0.0,COMPLETE,6046.78,THIRDPARTY,Personal Care
PXIU1K3,2025-09-01,00:00:00,Paid for Parlor Service,3302.55,0.0,COMPLETE,4621.91,THIRDPARTY,Personal Care
GYP3RVC,2025-10-25,00:00:00,Salon Payment - SastoDeal,3257.82,0.0,COMPLETE,5944.27,THIRDPARTY,Personal Care
0JSR4KG,2025-09-27,00:00:00,Salon Payment - SastoDeal,1946.29,0.0,COMPLETE,2393.13,THIRDPARTY,Personal Care
70CF9NE,2025-09-20,00:00:00,Bought cosmetics from MeroBeauty,1313.52,0.0,COMPLETE,8603.53,App,Personal Care
5IA57UE,2025-10-28,00:00:00,Bought cosmetics from MeroBeauty,4456.6,0.0,COMPLETE,7791.18,Linked Esewa Payment,Personal Care
WEKX6KX,2025-09-29,00:00:00,Paid for Parlor Service,886.49,0.0,COMPLETE,6494.08,THIRDPARTY,Personal Care
HLV51RO,2025-09-06,00:00:00,Bought cosmetics from MeroBeauty,2854.3,0.0,COMPLETE,2708.86,App,Personal Care
46DO2VW,2025-09-08,00:00:00,Bought cosmetics from MeroBeauty,703.91,0.0,COMPLETE,5222.58,App,Personal Care
MRIQP5I,2025-09-02,00:00:00,Paid for Parlor Service,2978.98,0.0,COMPLETE,1241.1,Linked Esewa Payment,Personal Care
9F6BM78,2025-10-23,00:00:00,Paid for Parlor Service,1612.91,0.0,COMPLETE,3886.25,Linked Esewa Payment,Personal Care
K5JNM1O,2025-10-05,00:00:00,Salon Payment - SastoDeal,1701.47,0.0,COMPLETE,9466.7,Linked Esewa Payment,Personal Care
VV0BI9F,2025-10-05,00:00:00,Paid for Parlor Service,240.95,0.0,COMPLETE,5620.51,THIRDPARTY,Personal Care
P6ASV1O,2025-10-24,00:00:00,Paid for Parlor Service,2320.19,0.0,COMPLETE,5895.12,Linked Esewa Payment,Personal Care
UEU775C,2025-10-05,00:00:00,Bought cosmetics from MeroBeauty,2567.92,0.0,COMPLETE,5293.37,THIRDPARTY,Personal Care
ILQEPBI,2025-10-07,00:00:00,Salon Payment - SastoDeal,4212.82,0.0,COMPLETE,8240.13,App,Personal Care
452HNE3,2025-09-30,00:00:00,Salon Payment - SastoDeal,3862.6,0.0,COMPLETE,6666.41,Linked Esewa Payment,Personal Care
542UWNI,2025-10-22,00:00:00,Paid for Parlor Service,504.55,0.0,COMPLETE,2114.95,Linked Esewa Payment,Personal Care
OA545P2,2025-09-27,00:00:00,Salon Payment - SastoDeal,2280.78,0.0,COMPLETE,1106.37,Linked Esewa Payment,Personal Care
3RFLTZX,2025-09-25,00:00:00,Paid for Parlor Service,725.97,0.0,COMPLETE,6936.59,THIRDPARTY,Personal Care
R31YJBD,2025-09-21,00:00:00,Bought cosmetics from MeroBeauty,170.49,0.0,COMPLETE,861.14,Linked Esewa Payment,Personal Care
ATZSWJI,2025-10-14,00:00:00,Bought cosmetics from MeroBeauty,2496.98,0.0,COMPLETE,8922.22,App,Personal Care
WKFD3DS,2025-10-23,00:00:00,Bought cosmetics from MeroBeauty,2425.49,0.0,COMPLETE,1416.61,Linked Esewa Payment,Personal Care
0TUZQWQ,2025-10-07,00:00:00,Salon Payment - SastoDeal,2965.13,0.0,COMPLETE,2037.68,THIRDPARTY,Personal Care
J7XAPNJ,2025-09-20,00:00:00,Salon Payment - SastoDeal,1267.86,0.0,COMPLETE,8394.01,App,Personal Care
QRRSN0F,2025-10-04,00:00:00,Bought cosmetics from MeroBeauty,3390.85,0.0,COMPLETE,2143.29,Linked Esewa Payment,Personal Care
V6D697X,2025-10-02,00:00:00,Salon Payment - SastoDeal,2875.07,0.0,COMPLETE,8672.52,THIRDPARTY,Personal Care
FNC019H,2025-10-07,00:00:00,Paid for Parlor Service,460.77,0.0,COMPLETE,6962.32,App,Personal Care
0Z9CGL2,2025-09-13,00:00:00,Paid for Parlor Service,1169.76,0.0,COMPLETE,7415.07,App,Personal Care
D52MSVK,2025-10-03,00:00:00,Bought cosmetics from MeroBeauty,3841.51,0.0,COMPLETE,4176.25,App,Personal Care
L8XSKY0,2025-10-24,00:00:00,Bought cosmetics from MeroBeauty,1232.5,0.0,COMPLETE,3699.7,THIRDPARTY,Personal Care
4Z10DDZ,2025-10-07,00:00:00,Salon Payment - SastoDeal,4818.4,0.0,COMPLETE,2776.42,App,Personal Care
Y7EKM9Z,2025-10-20,00:00:00,Paid for Parlor Service,92.11,0.0,COMPLETE,7867.7,App,Personal Care
5RJQ64H,2025-09-21,00:00:00,Bought cosmetics from MeroBeauty,1798.51,0.0,COMPLETE,2852.29,App,Personal Care
CYT67HG,2025-09-11,00:00:00,Salon Payment - SastoDeal,1061.65,0.0,COMPLETE,9350.76,Linked Esewa Payment,Personal Care
